wallstreetcn-quick | 华尔街见闻
1. 梅卡曼德“眼脑手”AI平台亮相WAIC，全球累计落地超15000台 [URL:https://wallstreetcn.com/livenews/2949035]
2. 老铺黄金：预计2025年上半年净利润同比增长约279%至288% [URL:https://wallstreetcn.com/livenews/2949033]
3. 希腊多地爆发严重山火，消防力量告急 [URL:https://wallstreetcn.com/livenews/2949032]
4. 澳大利亚总理：以色列阻止援助物资进入加沙违反国际法 [URL:https://wallstreetcn.com/livenews/2949031]
5. 第五届中国新电商大会在吉林延边召开 [URL:https://wallstreetcn.com/livenews/2949030]
6. 泰国外交部发言人：泰柬双方将在马来西亚举行会晤 [URL:https://wallstreetcn.com/livenews/2949029]
7. 中金公司陈亮：依托科技金融体系，通过多层次资本市场构建“科技-产业-金融”良性循环 [URL:https://wallstreetcn.com/livenews/2949027]
8. 中信智库发布AI+产业发展深度研究报告 [URL:https://wallstreetcn.com/livenews/2949026]
9. 聚焦AI领域投资，AI投资联盟正式成立 [URL:https://wallstreetcn.com/livenews/2949025]
10. 深圳充电宝行业响应自律倡议：抵制恶性竞争，拒绝劣质电芯采购 [URL:https://wallstreetcn.com/livenews/2949024]
11. 法国外长：将推动更多欧洲国家承认巴勒斯坦国 [URL:https://wallstreetcn.com/livenews/2949023]
12. 马来西亚外长：泰柬两国领导人将于28日在马讨论两国边境冲突 [URL:https://wallstreetcn.com/livenews/2949022]
13. Rokid创始人祝铭明：Rokid Glasses销量已达30万台，下半年将上线打车功能 [URL:https://wallstreetcn.com/livenews/2949021]
14. 科技部部长阴和俊出席2025世界人工智能大会暨人工智能全球治理高级别会议 [URL:https://wallstreetcn.com/livenews/2949020]
15. 浦东人工智能种子基金正式发布，总规模20亿元 [URL:https://wallstreetcn.com/livenews/2949019]
16. 泰柬称双方军队继续相互打击 [URL:https://wallstreetcn.com/livenews/2949018]
17. 水利部对北京启动洪水防御Ⅳ级应急响应 [URL:https://wallstreetcn.com/livenews/2949016]
18. 全球首个空间天气链式人工智能预报模型“风宇”正式发布 [URL:https://wallstreetcn.com/livenews/2949010]
19. 国家发改委：2025年上半年社会物流总费用与GDP的比率降至14% [URL:https://wallstreetcn.com/livenews/2949009]
20. 蚂蚁密算开源高阶程序HOP框架 [URL:https://wallstreetcn.com/livenews/2949001]
21. 商汤科技发布「悟能」具身智能平台，让机器人像人一样和现实世界交互 [URL:https://wallstreetcn.com/livenews/2949000]
22. 可灵AI全球用户超4500万，超两万企业客户及开发者接入 [URL:https://wallstreetcn.com/livenews/2948999]
23. 京东发布JoyInside附身智能品牌，数十家主流机器人品牌已接入 [URL:https://wallstreetcn.com/livenews/2948998]
24. 香港财政司司长陈茂波：第二季经济增长势头可望持续 [URL:https://wallstreetcn.com/livenews/2948997]
25. 宇树科技王兴兴：今年上半年全国智能机器人行业平均增速可达50%到100% [URL:https://wallstreetcn.com/livenews/2948996]
26. 年内净流入超8200亿港元，本周29股获得南向资金持股量环比增长超10% [URL:https://wallstreetcn.com/livenews/2948995]
27. 以军称在加沙地带人口稠密区限时战术性停火 [URL:https://wallstreetcn.com/livenews/2948994]
28. 宇树科技王兴兴：AI大语言模型写代码成功率已非常高，大部分软件可超过90% [URL:https://wallstreetcn.com/livenews/2948993]
29. 长三角“人工智能+”数据创新应用联合实验室启动 [URL:https://wallstreetcn.com/livenews/2948992]
30. 迭代速度加快，我国大模型数量居全球首位 [URL:https://wallstreetcn.com/livenews/2948991]

